期間,總指數_原始值,總指數_年增率(%),第 1 類動物產品_原始值,第 1 類動物產品_年增率(%),03魚、甲殼及軟體類動物_原始值,03魚、甲殼及軟體類動物_年增率(%),第 4 類調製食品、飲料、酒及菸類_原始值,第 4 類調製食品、飲料、酒及菸類_年增率(%),第 5 類礦產品_原始值,第 5 類礦產品_年增率(%),27能源礦產品_原始值,27能源礦產品_年增率(%),第 6 類化學或有關工業產品_原始值,第 6 類化學或有關工業產品_年增率(%),28無機化學產品及貴金屬化合物_原始值,28無機化學產品及貴金屬化合物_年增率(%),29有機化學產品_原始值,29有機化學產品_年增率(%),32著色料、漆類及油墨_原始值,32著色料、漆類及油墨_年增率(%),38雜項化學產品_原始值,38雜項化學產品_年增率(%),第 7 類塑、橡膠及其製品_原始值,第 7 類塑、橡膠及其製品_年增率(%),39塑膠及其製品_原始值,39塑膠及其製品_年增率(%),40橡膠及其製品_原始值,40橡膠及其製品_年增率(%),第10類木漿、紙及其製品_原始值,第10類木漿、紙及其製品_年增率(%),48紙、紙板及其製品_原始值,48紙、紙板及其製品_年增率(%),第11類紡織及其製品_原始值,第11類紡織及其製品_年增率(%),54人造纖維絲、絲紗及其梭織物_原始值,54人造纖維絲、絲紗及其梭織物_年增率(%),55人造纖維棉_原始值,55人造纖維棉_年增率(%),58花邊及窄幅梭織物_原始值,58花邊及窄幅梭織物_年增率(%),59浸漬、塗佈或黏合織物及工業用織物_原始值,59浸漬、塗佈或黏合織物及工業用織物_年增率(%),60針織品或鉤針織品_原始值,60針織品或鉤針織品_年增率(%),第13類石料製品、玻璃及玻璃器_原始值,第13類石料製品、玻璃及玻璃器_年增率(%),70玻璃及玻璃器_原始值,70玻璃及玻璃器_年增率(%),第15類基本金屬及其製品_原始值,第15類基本金屬及其製品_年增率(%),72鋼鐵_原始值,72鋼鐵_年增率(%),73鋼鐵製品_原始值,73鋼鐵製品_年增率(%),74銅及其製品_原始值,74銅及其製品_年增率(%),76鋁及其製品_原始值,76鋁及其製品_年增率(%),82基本金屬製工具及其零件_原始值,82基本金屬製工具及其零件_年增率(%),83基本金屬雜項製品_原始值,83基本金屬雜項製品_年增率(%),第16類機器、電機、電視影像及聲音記錄機等設備_原始值,第16類機器、電機、電視影像及聲音記錄機等設備_年增率(%),84鍋爐、機器、機械用具及其零件_原始值,84鍋爐、機器、機械用具及其零件_年增率(%),85電機、電視影像、聲音記錄等設備及其零件_原始值,85電機、電視影像、聲音記錄等設備及其零件_年增率(%),第17類運輸工具_原始值,第17類運輸工具_年增率(%),87運輸工具_原始值,87運輸工具_年增率(%),第18類光學、計量、醫療儀器、樂器及其零件_原始值,第18類光學、計量、醫療儀器、樂器及其零件_年增率(%),90光學、計量、檢查、醫療儀器及其零件_原始值,90光學、計量、檢查、醫療儀器及其零件_年增率(%),第20類雜項製品_原始值,第20類雜項製品_年增率(%),94座物、家具、燈具及其零件_原始值,94座物、家具、燈具及其零件_年增率(%)
2006M02,90.73,-3.08,55.43,-3.20,55.52,-4.77,66.87,6.92,57.04,36.59,56.41,37.65,68.19,-7.30,-,-,57.56,-14.05,91.51,0.18,85.66,2.75,71.85,-4.06,73.67,-4.61,61.40,-0.16,74.04,0.76,74.04,0.76,72.06,-0.72,68.74,-0.43,64.47,-3.55,90.59,1.20,76.07,-0.29,73.10,-0.89,78.20,-24.82,78.20,-24.82,71.66,-9.01,62.69,-24.02,78.32,-5.40,62.81,30.26,101.12,9.95,94.23,0.07,93.04,-1.36,116.41,-3.82,114.90,-5.35,115.60,-2.38,81.72,-4.74,81.72,-4.74,122.40,-3.40,122.98,-3.57,89.86,0.73,84.46,-2.13
2006M03,91.03,-3.30,56.37,-0.98,56.60,-1.29,67.01,-1.74,59.18,20.41,58.51,20.64,68.32,-8.04,-,-,57.58,-15.93,91.51,0.18,85.25,4.60,70.79,-7.45,72.28,-8.61,62.14,0.89,73.88,-0.01,73.88,-0.01,71.50,-2.27,67.22,-3.56,64.64,-4.79,90.59,-1.90,75.18,-2.98,73.08,-0.96,79.33,-23.74,79.33,-23.74,72.73,-7.76,64.06,-22.61,78.79,-3.82,64.59,31.07,102.74,11.08,94.15,-0.25,93.04,-1.36,116.79,-2.79,115.05,-4.47,116.20,-1.20,81.73,-5.36,81.73,-5.36,121.91,-3.08,122.46,-3.23,89.90,0.71,84.56,-2.16
2006M04,91.98,-1.49,57.64,2.07,58.06,2.24,66.68,-1.90,62.27,27.47,61.66,27.95,69.41,-5.23,-,-,58.67,-11.45,91.51,-0.74,88.33,5.36,71.96,-3.14,73.60,-3.65,62.47,0.35,74.06,-1.35,74.06,-1.35,71.88,-1.51,67.94,-2.22,64.54,-4.72,90.59,-1.90,75.94,-1.71,73.32,-0.62,84.19,-15.24,84.19,-15.24,76.10,-4.29,68.80,-18.18,79.92,-2.47,70.00,40.06,108.09,17.23,94.27,0.15,93.04,-1.56,116.52,-1.50,114.43,-4.15,116.25,1.03,82.03,-8.40,82.03,-8.40,119.07,-4.31,119.47,-4.51,89.87,0.67,84.48,-1.88
2006M05,93.86,1.35,61.62,7.73,62.52,8.17,67.46,-0.57,64.09,32.66,63.51,33.28,70.64,2.90,-,-,60.93,4.21,91.66,-0.57,86.69,3.50,74.48,4.15,76.41,4.57,63.41,1.44,74.36,-1.34,74.36,-1.34,71.82,-1.33,67.67,-2.27,65.39,-1.55,90.59,-1.90,75.63,-2.51,72.87,-1.09,84.19,-11.66,84.19,-11.66,81.27,2.55,74.49,-10.34,81.35,-1.61,83.67,67.54,113.77,24.27,94.65,0.38,93.04,-1.56,117.56,-0.56,114.44,-4.43,118.23,3.17,83.10,-4.70,83.10,-4.70,118.57,-4.96,118.94,-5.20,90.44,1.08,86.09,-0.32
2006M06,94.00,1.70,63.09,13.37,64.13,15.16,67.32,0.28,64.57,23.53,63.99,23.87,71.87,7.36,-,-,63.65,14.29,91.51,-0.74,86.01,2.91,76.21,6.11,78.34,6.66,64.00,2.58,74.36,-1.00,74.36,-1.00,71.98,-0.14,67.64,-1.11,66.29,2.87,90.59,-1.90,75.98,-1.43,72.87,-0.59,84.05,-8.69,84.05,-8.69,83.35,7.09,76.66,-4.85,81.46,-0.40,91.15,84.66,111.72,22.92,94.16,-0.08,94.48,-0.03,116.03,-1.97,111.94,-6.34,117.62,2.21,83.31,-3.81,83.31,-3.81,116.34,-6.70,116.58,-7.03,89.91,0.50,84.91,-1.67
2006M07,94.31,2.46,63.60,15.76,64.43,17.25,67.36,0.84,65.96,20.01,65.41,20.26,74.01,9.39,-,-,67.09,17.31,91.19,-1.08,86.55,4.37,76.67,5.39,78.74,5.63,64.75,3.68,74.36,-1.10,74.36,-1.10,72.33,0.33,68.03,-0.77,67.98,5.25,90.59,-1.90,75.44,-1.85,72.94,-0.45,84.05,0.32,84.05,0.32,84.68,11.16,80.15,4.65,82.19,0.81,89.11,77.12,110.84,21.94,94.06,0.17,94.48,-0.03,115.27,-2.08,110.23,-7.10,117.74,2.69,83.84,0.14,83.84,0.14,115.11,-7.16,115.30,-7.51,89.80,0.81,84.69,-1.27
2006M08,95.16,3.52,61.66,9.00,62.04,8.78,67.63,3.00,65.87,18.75,65.32,19.04,76.83,13.42,-,-,71.63,24.92,92.01,-0.36,86.82,5.26,78.37,7.83,80.59,8.35,65.61,4.39,75.54,0.77,75.54,0.77,72.57,1.14,68.50,1.05,69.64,8.81,90.59,-1.90,74.61,-2.20,73.14,-0.56,84.05,2.39,84.05,2.39,86.95,15.83,82.15,10.97,85.40,5.48,92.65,80.71,111.57,23.32,93.95,0.19,94.77,0.28,115.46,-1.99,109.65,-7.97,118.63,3.75,83.73,-0.27,83.73,-0.27,116.51,-5.90,116.77,-6.19,89.74,-0.87,84.43,-1.80
2006M09,95.48,4.00,57.95,3.02,57.76,1.64,67.61,2.10,63.13,8.14,62.53,8.16,77.43,13.00,-,-,72.29,23.00,92.16,-0.36,87.78,7.05,78.31,6.27,80.39,6.41,66.35,5.35,75.66,0.93,75.66,0.93,73.29,2.63,69.73,3.94,70.68,10.06,90.59,-1.90,75.68,0.83,73.36,-0.27,83.82,7.34,83.82,7.34,88.35,18.30,84.47,14.89,87.43,9.82,92.71,75.45,107.93,20.38,93.88,0.71,94.77,0.28,115.91,-0.86,109.46,-7.25,119.65,5.23,83.58,0.98,83.58,0.98,118.97,-4.99,119.36,-5.24,90.10,-0.17,85.22,-0.33
2006M10,94.60,3.89,56.51,-0.98,55.97,-3.33,67.52,1.69,61.02,0.41,60.38,0.25,74.34,8.21,-,-,67.09,12.57,91.96,0.33,87.99,7.38,77.28,6.61,79.18,6.84,66.33,5.05,75.66,0.68,75.66,0.68,73.17,2.55,69.57,3.30,69.35,6.94,90.01,-2.52,77.17,4.14,73.08,-0.41,83.67,7.43,83.67,7.43,89.08,22.67,85.99,25.13,88.10,11.86,91.77,71.15,109.89,19.65,93.68,0.15,94.77,0.28,114.37,-1.28,108.91,-6.60,117.23,3.76,84.34,2.74,84.34,2.74,118.87,-4.49,119.26,-4.71,89.71,-0.37,84.36,-1.33
2006M11,94.51,4.69,57.00,2.43,56.55,0.18,67.81,2.39,59.07,8.15,58.41,8.21,74.75,10.32,-,-,67.57,16.30,91.96,0.49,88.27,7.82,77.53,9.29,79.45,9.78,66.47,6.05,75.06,1.82,75.06,1.82,73.32,2.66,70.05,2.89,68.27,5.94,89.12,-3.49,78.08,5.70,72.82,-0.53,83.67,9.07,83.67,9.07,89.30,24.18,86.36,29.03,88.02,12.44,91.78,67.97,110.41,18.92,94.52,1.10,94.77,0.31,114.21,-1.56,108.90,-6.35,116.93,2.94,84.17,3.07,84.17,3.07,117.97,-5.18,118.31,-5.43,89.68,0.15,84.42,0.01
2006M12,94.32,4.80,56.61,2.13,56.09,1.03,68.15,2.70,58.88,7.56,58.21,7.58,75.31,14.82,-,-,68.45,25.23,91.96,0.49,88.43,7.91,77.81,10.60,80.09,11.34,64.71,5.68,75.27,2.07,75.27,2.07,73.50,3.96,69.96,5.71,68.00,8.16,89.12,-2.89,79.36,6.94,72.78,-0.53,83.67,9.56,83.67,9.56,88.97,24.45,86.03,32.78,88.77,13.36,88.63,55.52,113.37,18.16,94.72,1.13,94.77,0.31,113.66,-2.35,108.95,-6.16,115.85,1.19,84.50,5.41,84.50,5.41,115.56,-7.11,115.77,-7.46,89.74,0.20,84.54,0.12
2007M01,93.62,3.12,55.90,-0.78,55.20,-2.44,68.12,1.73,56.56,0.57,55.92,0.63,76.33,14.10,-,-,70.13,24.76,92.37,0.94,88.16,6.89,76.89,6.75,79.11,7.02,64.10,4.81,75.67,2.62,75.67,2.62,73.29,2.20,69.49,1.70,68.12,7.73,89.12,-2.89,78.41,3.16,72.93,-0.37,84.10,7.42,84.10,7.42,87.96,23.84,85.60,37.18,88.90,13.35,83.38,40.18,112.17,13.56,94.56,0.17,94.77,0.31,112.88,-3.82,108.54,-6.42,114.76,-1.41,83.99,4.24,83.99,4.24,115.56,-6.09,115.76,-6.39,89.36,-0.81,83.72,-2.20
2007M02,93.43,2.98,55.85,0.76,54.91,-1.10,70.80,5.88,57.89,1.49,57.27,1.52,76.21,11.76,-,-,69.78,21.23,92.37,0.94,89.13,4.05,76.63,6.65,78.80,6.96,64.17,4.51,75.78,2.35,75.78,2.35,73.61,2.15,69.60,1.25,68.09,5.62,89.12,-1.62,78.70,3.46,73.23,0.18,84.10,7.54,84.10,7.54,88.41,23.37,86.72,38.33,91.35,16.64,78.70,25.30,112.31,11.07,95.43,1.27,94.77,1.86,111.73,-4.02,108.24,-5.80,112.83,-2.40,84.93,3.93,84.93,3.93,113.61,-7.18,113.71,-7.54,89.28,-0.65,83.55,-1.08
2007M03,93.95,3.21,57.17,1.42,56.18,-0.74,74.07,10.54,59.51,0.56,58.92,0.70,77.10,12.85,-,-,70.77,22.91,92.37,0.94,90.93,6.66,77.00,8.77,79.23,9.62,64.21,3.33,76.17,3.10,76.17,3.10,73.72,3.10,69.54,3.45,68.53,6.02,89.12,-1.62,78.76,4.76,73.40,0.44,83.96,5.84,83.96,5.84,89.75,23.40,89.45,39.63,92.16,16.97,78.46,21.47,112.42,9.42,95.40,1.33,94.77,1.86,111.79,-4.28,107.79,-6.31,113.35,-2.45,85.46,4.56,85.46,4.56,111.83,-8.27,111.83,-8.68,89.65,-0.28,84.35,-0.25
2007M04,94.88,3.15,56.07,-2.72,55.02,-5.24,74.14,11.19,62.38,0.18,61.84,0.29,78.01,12.39,-,-,72.15,22.98,92.37,0.94,91.74,3.86,77.08,7.12,79.32,7.77,64.21,2.79,76.17,2.85,76.17,2.85,74.02,2.98,69.26,1.94,69.96,8.40,89.12,-1.62,79.13,4.20,73.74,0.57,83.96,-0.27,83.96,-0.27,93.53,22.90,94.27,37.02,93.84,17.42,86.20,23.14,113.11,4.64,95.31,1.10,95.93,3.11,111.92,-3.95,107.48,-6.07,113.90,-2.02,86.04,4.89,86.04,4.89,109.01,-8.45,108.86,-8.88,89.55,-0.36,84.12,-0.43
2007M05,95.75,2.01,55.23,-10.37,54.39,-13.00,75.23,11.52,65.97,2.93,65.49,3.12,79.36,12.34,-,-,74.15,21.70,92.37,0.77,92.79,7.04,78.71,5.68,81.28,6.37,63.99,0.91,77.07,3.64,77.07,3.64,74.07,3.13,68.67,1.48,71.14,8.79,89.12,-1.62,79.49,5.10,73.47,0.82,84.34,0.18,84.34,0.18,95.75,17.82,96.95,30.15,94.64,16.34,91.93,9.87,112.68,-0.96,95.23,0.61,95.93,3.11,111.75,-4.94,107.02,-6.48,113.99,-3.59,85.78,3.22,85.78,3.22,111.78,-5.73,111.78,-6.02,89.43,-1.12,83.88,-2.57
2007M06,96.02,2.15,54.97,-12.87,54.08,-15.67,74.94,11.32,68.42,5.96,67.98,6.24,81.03,12.75,-,-,76.71,20.52,92.37,0.94,92.81,7.91,79.10,3.79,81.65,4.23,64.43,0.67,77.59,4.34,77.59,4.34,74.66,3.72,69.72,3.08,72.53,9.41,89.96,-0.70,80.20,5.55,73.34,0.64,85.44,1.65,85.44,1.65,96.56,15.85,98.13,28.01,95.18,16.84,91.99,0.92,112.11,0.35,95.44,1.36,99.22,5.02,110.92,-4.40,106.67,-4.71,112.75,-4.14,85.18,2.24,85.18,2.24,114.63,-1.47,114.78,-1.54,89.40,-0.57,83.80,-1.31
2007M07,95.78,1.56,55.37,-12.94,54.59,-15.27,75.26,11.73,71.06,7.73,70.66,8.03,79.96,8.04,-,-,75.14,12.00,91.85,0.72,91.96,6.25,79.68,3.93,82.37,4.61,64.28,-0.73,78.17,5.12,78.17,5.12,74.86,3.50,69.95,2.82,73.04,7.44,89.96,-0.70,80.53,6.75,73.61,0.92,86.53,2.95,86.53,2.95,93.63,10.57,91.82,14.56,93.62,13.91,92.08,3.33,112.81,1.78,95.54,1.57,102.03,7.99,110.79,-3.89,106.61,-3.28,112.54,-4.42,85.32,1.77,85.32,1.77,117.64,2.20,117.96,2.31,89.74,-0.07,84.55,-0.17
2007M08,96.40,1.30,56.36,-8.60,55.55,-10.46,76.29,12.80,71.01,7.80,70.61,8.10,79.44,3.40,-,-,74.08,3.42,91.85,-0.17,92.97,7.08,81.16,3.56,84.12,4.38,64.19,-2.16,78.93,4.49,78.93,4.49,75.33,3.80,70.03,2.23,74.88,7.52,89.96,-0.70,81.65,9.44,73.73,0.81,87.58,4.20,87.58,4.20,93.55,7.59,91.23,11.05,92.88,8.76,94.46,1.95,109.70,-1.68,96.26,2.46,102.95,8.63,111.77,-3.20,106.33,-3.03,114.66,-3.35,85.99,2.70,85.99,2.70,119.91,2.92,120.36,3.07,89.96,0.25,85.03,0.71
2007M09,96.93,1.52,57.14,-1.40,56.14,-2.80,76.68,13.42,75.26,19.21,74.93,19.83,80.71,4.24,-,-,76.38,5.66,91.85,-0.34,91.62,4.37,81.53,4.11,84.43,5.03,64.90,-2.19,79.35,4.88,79.35,4.88,75.85,3.49,70.28,0.79,75.00,6.11,89.96,-0.70,82.90,9.54,74.86,2.04,87.58,4.49,87.58,4.49,93.37,5.68,91.53,8.36,92.71,6.04,93.30,0.64,109.44,1.40,96.23,2.50,101.43,7.03,111.92,-3.44,106.12,-3.05,115.16,-3.75,86.33,3.29,86.33,3.29,119.67,0.59,120.10,0.62,90.04,-0.07,85.21,-0.01
2007M10,97.46,3.02,57.08,1.01,55.92,-0.09,77.17,14.29,79.73,30.66,79.48,31.63,82.44,10.90,-,-,78.61,17.17,91.85,-0.12,91.98,4.53,81.68,5.69,84.61,6.86,64.92,-2.13,79.46,5.02,79.46,5.02,76.66,4.77,71.26,2.43,75.47,8.82,89.96,-0.06,84.74,9.81,75.46,3.26,88.63,5.93,88.63,5.93,93.94,5.46,92.02,7.01,93.35,5.96,94.27,2.72,109.35,-0.49,96.54,3.05,102.21,7.85,111.55,-2.47,106.22,-2.47,114.35,-2.46,86.19,2.19,86.19,2.19,120.75,1.58,121.24,1.66,90.47,0.85,85.29,1.10
2007M11,97.98,3.67,59.43,4.26,58.32,3.13,77.61,14.45,84.39,42.86,84.22,44.19,84.71,13.32,-,-,81.68,20.88,91.85,-0.12,94.52,7.08,82.79,6.78,85.65,7.80,66.40,-0.11,80.46,7.19,80.46,7.19,77.22,5.32,72.12,2.96,76.24,11.67,89.96,0.94,85.14,9.04,76.65,5.26,87.16,4.17,87.16,4.17,94.27,5.57,93.00,7.69,93.68,6.43,93.16,1.50,107.78,-2.38,96.78,2.39,102.84,8.52,110.71,-3.06,105.95,-2.71,113.00,-3.36,87.20,3.60,87.20,3.60,120.63,2.25,121.11,2.37,90.77,1.22,85.94,1.80
2007M12,97.60,3.48,59.83,5.69,58.70,4.65,77.53,13.76,82.92,40.83,82.72,42.11,85.80,13.93,-,-,83.11,21.42,91.85,-0.12,95.87,8.41,83.49,7.30,85.89,7.24,69.71,7.73,81.88,8.78,81.88,8.78,77.50,5.44,72.82,4.09,76.53,12.54,89.96,0.94,84.59,6.59,77.66,6.71,87.35,4.40,87.35,4.40,93.29,4.86,93.03,8.14,93.44,5.26,86.97,-1.87,108.92,-3.93,96.72,2.11,102.84,8.52,109.76,-3.43,105.79,-2.90,111.35,-3.88,86.98,2.93,86.98,2.93,120.78,4.52,121.28,4.76,90.68,1.05,85.75,1.43
2008M01,97.24,3.87,61.69,10.36,61.00,10.51,76.68,12.57,82.96,46.68,82.76,48.00,84.38,10.55,113.93,-,81.35,16.00,92.75,0.41,93.68,6.26,84.77,10.25,86.95,9.91,72.27,12.75,84.20,11.27,84.20,11.27,77.68,5.99,73.37,5.58,76.26,11.95,90.04,1.03,85.16,8.61,77.36,6.07,86.94,3.38,86.94,3.38,93.32,6.09,93.21,8.89,93.44,5.11,86.63,3.90,108.24,-3.50,97.66,3.28,103.25,8.95,109.31,-3.16,105.51,-2.79,110.84,-3.42,87.58,4.27,87.58,4.27,116.38,0.71,116.80,0.90,90.74,1.54,85.89,2.59
2008M02,97.71,4.58,63.35,13.43,62.98,14.70,79.00,11.58,84.20,45.45,83.91,46.52,84.32,10.64,119.50,-,80.87,15.89,93.95,1.71,93.51,4.91,86.12,12.38,88.43,12.22,72.84,13.51,87.33,15.24,87.33,15.24,78.29,6.36,73.22,5.20,77.09,13.22,90.60,1.66,86.50,9.91,78.47,7.16,86.58,2.95,86.58,2.95,95.70,8.25,96.83,11.66,94.79,3.77,89.25,13.41,109.89,-2.15,97.80,2.48,103.25,8.95,108.95,-2.49,105.54,-2.49,110.32,-2.22,87.96,3.57,87.96,3.57,116.53,2.57,116.94,2.84,90.07,0.88,86.22,3.20
2008M03,98.90,5.27,65.89,15.25,65.85,17.21,81.20,9.63,88.74,49.12,88.51,50.22,86.59,12.31,123.82,-,83.45,17.92,95.50,3.39,95.05,4.53,88.12,14.44,90.53,14.26,74.29,15.70,91.66,20.34,91.66,20.34,79.65,8.04,74.65,7.35,78.20,14.11,92.16,3.41,88.05,11.80,79.79,8.71,88.65,5.59,88.65,5.59,99.24,10.57,100.62,12.49,98.85,7.26,93.83,19.59,113.94,1.35,98.21,2.95,103.25,8.95,108.52,-2.93,106.32,-1.36,109.40,-3.48,88.64,3.72,88.64,3.72,116.24,3.94,116.64,4.30,90.69,1.16,87.60,3.85
2008M04,100.46,5.88,66.44,18.49,66.38,20.65,82.26,10.95,95.80,53.57,95.64,54.66,87.82,12.58,122.73,-,85.16,18.03,97.03,5.04,94.36,2.86,89.42,16.01,91.67,15.57,76.52,19.17,95.01,24.73,95.01,24.73,79.37,7.23,74.15,7.06,77.06,10.15,92.43,3.71,88.15,11.40,79.78,8.19,90.00,7.19,90.00,7.19,103.16,10.30,107.67,14.21,99.52,6.05,96.56,12.02,119.15,5.34,98.89,3.76,104.28,8.70,108.94,-2.66,107.51,0.03,109.51,-3.85,90.01,4.61,90.01,4.61,116.88,7.22,117.30,7.75,91.12,1.75,88.45,5.15
2008M05,101.93,6.45,70.99,28.54,72.60,33.48,82.26,9.34,107.79,63.39,107.79,64.59,88.93,12.06,116.02,-,86.81,17.07,97.57,5.63,94.21,1.53,91.39,16.11,93.57,15.12,78.87,23.25,96.59,25.33,96.59,25.33,79.26,7.01,73.69,7.31,76.48,7.51,91.83,3.04,89.36,12.42,79.86,8.70,90.70,7.54,90.70,7.54,106.87,11.61,116.54,20.21,99.37,5.00,97.15,5.68,117.52,4.30,98.80,3.75,104.69,9.13,108.35,-3.04,106.76,-0.24,108.98,-4.40,90.08,5.01,90.08,5.01,115.54,3.36,115.94,3.72,94.21,5.34,89.11,6.24
2008M06,103.28,7.56,74.82,36.11,77.36,43.05,84.23,12.40,119.38,74.48,119.53,75.83,93.09,14.88,110.62,-,92.69,20.83,98.29,6.41,95.01,2.37,95.84,21.16,98.03,20.06,83.22,29.16,96.01,23.74,96.01,23.74,80.08,7.26,74.17,6.38,78.09,7.67,91.68,1.91,91.30,13.84,80.37,9.59,89.85,5.16,89.85,5.16,107.14,10.96,116.95,19.18,100.25,5.33,95.77,4.11,118.95,6.10,98.78,3.50,106.18,7.01,107.67,-2.93,106.41,-0.24,108.17,-4.06,90.28,5.99,90.28,5.99,113.18,-1.26,113.54,-1.08,95.47,6.79,91.83,9.58
2008M07,103.68,8.25,77.03,39.12,80.33,47.15,85.89,14.12,125.34,76.39,125.56,77.70,96.95,21.25,107.83,-,97.66,29.97,100.25,9.15,96.52,4.96,98.71,23.88,99.65,20.98,93.30,45.15,94.14,20.43,94.14,20.43,80.97,8.16,74.81,6.95,79.48,8.82,91.69,1.92,93.90,16.60,80.62,9.52,89.90,3.89,89.90,3.89,107.86,15.20,119.05,29.66,99.15,5.91,96.03,4.29,117.94,4.55,100.86,5.57,106.79,4.67,106.40,-3.96,105.58,-0.97,106.72,-5.17,90.86,6.49,90.86,6.49,109.18,-7.19,109.48,-7.19,95.85,6.81,92.63,9.56
2008M08,100.85,4.62,75.51,33.98,78.55,41.40,85.89,12.58,111.32,56.77,111.34,57.68,92.84,16.87,104.91,-,91.48,23.49,100.47,9.38,96.34,3.62,96.72,19.17,97.10,15.43,94.55,47.30,93.46,18.41,93.46,18.41,80.96,7.47,75.98,8.50,78.63,5.01,91.93,2.19,92.57,13.37,80.31,8.92,89.71,2.43,89.71,2.43,108.20,15.66,121.62,33.31,98.11,5.63,93.60,-0.91,117.88,7.46,100.37,4.27,105.76,2.73,104.70,-6.33,103.07,-3.07,105.36,-8.11,90.12,4.80,90.12,4.80,101.09,-15.70,101.25,-15.88,95.80,6.49,92.52,8.81
2008M09,98.76,1.89,75.71,32.50,78.79,40.35,85.89,12.01,101.34,34.65,101.22,35.09,87.04,7.84,99.57,-,82.88,8.51,100.25,9.15,95.22,3.93,92.85,13.88,92.85,9.97,92.87,43.10,91.58,15.41,91.58,15.41,80.46,6.08,75.79,7.84,77.44,3.25,91.76,2.00,91.89,10.84,79.81,6.61,88.18,0.69,88.18,0.69,106.38,13.93,120.30,31.43,96.59,4.19,89.75,-3.80,114.57,4.69,100.02,3.94,105.76,4.27,104.15,-6.94,102.92,-3.02,104.65,-9.13,88.91,2.99,88.91,2.99,100.78,-15.79,100.94,-15.95,96.43,7.10,93.86,10.15
2008M10,95.00,-2.52,73.89,29.45,76.79,37.32,92.42,19.76,89.34,12.05,89.05,12.04,78.37,-4.94,92.76,-,70.31,-10.56,98.19,6.90,93.86,2.04,84.88,3.92,83.97,-0.76,90.10,38.79,87.76,10.45,87.76,10.45,79.65,3.90,76.76,7.72,73.59,-2.49,91.60,1.82,90.20,6.44,79.25,5.02,87.19,-1.62,87.19,-1.62,100.26,6.73,113.55,23.40,92.64,-0.76,78.39,-16.85,107.99,-1.24,99.58,3.15,105.07,2.80,103.05,-7.62,100.77,-5.13,103.96,-9.09,88.36,2.52,88.36,2.52,98.71,-18.25,98.76,-18.54,96.64,6.82,94.31,10.58
2008M11,89.56,-8.59,69.57,17.06,72.12,23.66,92.42,19.08,69.50,-17.64,68.95,-18.13,66.68,-21.28,77.59,-,53.29,-34.76,97.27,5.90,92.57,-2.06,77.18,-6.78,76.85,-10.27,79.04,19.04,80.90,0.55,80.90,0.55,77.11,-0.14,72.83,0.98,67.47,-11.50,91.11,1.28,89.36,4.96,78.99,3.05,86.87,-0.33,86.87,-0.33,89.84,-4.70,98.21,5.60,85.84,-8.37,66.75,-28.35,100.70,-6.57,99.41,2.72,104.78,1.89,101.36,-8.45,97.84,-7.65,102.76,-9.06,90.16,3.39,90.16,3.39,96.96,-19.62,96.99,-19.92,96.53,6.35,94.27,9.69
2008M12,86.77,-11.10,70.48,17.80,73.31,24.89,92.42,19.21,54.21,-34.62,53.46,-35.37,63.08,-26.48,56.76,-,48.67,-41.44,94.82,3.23,92.37,-3.65,73.27,-12.24,73.31,-14.65,73.05,4.79,75.88,-7.33,75.88,-7.33,75.52,-2.55,70.76,-2.83,62.96,-17.73,90.69,0.81,89.33,5.60,78.90,1.60,83.73,-4.14,83.73,-4.14,83.19,-10.83,87.81,-5.61,82.32,-11.90,59.75,-31.30,95.88,-11.97,99.69,3.07,103.40,0.54,101.01,-7.97,97.92,-7.44,102.25,-8.17,93.43,7.42,93.43,7.42,97.93,-18.92,97.97,-19.22,96.59,6.52,94.39,10.08
2009M01,85.76,-11.81,63.45,2.85,65.26,6.98,91.08,18.78,53.20,-35.87,52.49,-36.58,63.11,-25.21,56.78,-50.16,49.64,-38.98,93.40,0.70,90.72,-3.16,71.50,-15.65,71.90,-17.31,69.20,-4.25,74.05,-12.05,74.05,-12.05,74.83,-3.67,69.42,-5.38,61.03,-19.97,90.48,0.49,89.22,4.77,79.51,2.78,81.52,-6.23,81.52,-6.23,79.45,-14.86,83.36,-10.57,78.53,-15.96,55.73,-35.67,90.96,-15.96,98.30,0.66,103.72,0.46,100.87,-7.72,98.39,-6.75,101.87,-8.09,91.91,4.94,91.91,4.94,97.94,-15.84,97.96,-16.13,96.25,6.07,93.69,9.08
2009M02,84.85,-13.16,62.59,-1.20,64.38,2.22,93.92,18.89,52.94,-37.13,52.30,-37.67,64.03,-24.06,53.79,-54.99,51.68,-36.10,92.21,-1.85,90.23,-3.51,71.23,-17.29,72.17,-18.39,65.83,-9.62,72.91,-16.51,72.91,-16.51,74.79,-4.47,70.16,-4.18,61.08,-20.77,89.43,-1.29,88.67,2.51,79.41,1.20,79.55,-8.12,79.55,-8.12,76.00,-20.59,76.76,-20.73,77.26,-18.49,54.71,-38.70,85.61,-22.09,97.93,0.13,103.72,0.46,100.05,-8.17,98.63,-6.55,100.61,-8.80,89.31,1.53,89.31,1.53,97.79,-16.08,97.82,-16.35,95.92,6.49,92.97,7.83
